2022-02-21 22:56:46 startup archives install
2024-12-17 23:51:32 status unpacked libreadline8:amd64 8.0-4
2024-12-17 23:51:32 status half-configured libreadline8:amd64 8.0-4
2024-12-17 23:51:32 status installed libreadline8:amd64 8.0-4
2024-12-17 23:51:32 configure libglib2.0-bin:amd64 2.64.6-1~ubuntu20.04.8 <none>
2024-12-17 23:51:32 status unpacked libglib2.0-bin:amd64 2.64.6-1~ubuntu20.04.8
2024-12-17 23:51:32 status half-configured libglib2.0-bin:amd64 2.64.6-1~ubuntu20.04.8
2024-12-17 23:51:32 status installed libglib2.0-bin:amd64 2.64.6-1~ubuntu20.04.8
2024-12-17 23:51:32 configure libhcrypto4-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4 <none>
2024-12-17 23:51:32 status unpacked libhcrypto4-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-17 23:51:32 status half-configured libhcrypto4-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-17 23:51:32 status installed libhcrypto4-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-17 23:51:32 configure ca-certificates:all 20240203~20.04.1 <none>
2024-12-17 23:51:32 status unpacked ca-certificates:all 20240203~20.04.1
2024-12-17 23:51:32 status half-configured ca-certificates:all 20240203~20.04.1
2024-12-17 23:51:36 status installed ca-certificates:all 20240203~20.04.1
2024-12-17 23:51:36 status triggers-pending ca-certificates:all 20240203~20.04.1
2024-12-17 23:51:36 configure dbus-user-session:amd64 1.12.16-2ubuntu2.3 <none>
2024-12-17 23:51:36 status unpacked dbus-user-session:amd64 1.12.16-2ubuntu2.3
2024-12-17 23:51:36 status half-configured dbus-user-session:amd64 1.12.16-2ubuntu2.3
2024-12-17 23:51:36 status installed dbus-user-session:amd64 1.12.16-2ubuntu2.3
2024-12-17 23:51:36 configure libwind0-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4 <none>
2024-12-17 23:51:36 status unpacked libwind0-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-17 23:51:36 status half-configured libwind0-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-17 23:51:36 status installed libwind0-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-17 23:51:36 configure libgssapi-krb5-2:amd64 1.17-6ubuntu4.7 <none>
2024-12-17 23:51:36 status unpacked libgssapi-krb5-2:amd64 1.17-6ubuntu4.7
2024-12-17 23:51:36 status half-configured libgssapi-krb5-2:amd64 1.17-6ubuntu4.7
2024-12-17 23:51:36 status installed libgssapi-krb5-2:amd64 1.17-6ubuntu4.7
2024-12-17 23:51:36 configure gir1.2-glib-2.0:amd64 1.64.1-1~ubuntu20.04.1 <none>
2024-12-17 23:51:36 status unpacked gir1.2-glib-2.0:amd64 1.64.1-1~ubuntu20.04.1
2024-12-17 23:51:36 status half-configured gir1.2-glib-2.0:amd64 1.64.1-1~ubuntu20.04.1
2024-12-17 23:51:36 status installed gir1.2-glib-2.0:amd64 1.64.1-1~ubuntu20.04.1
2024-12-17 23:51:36 configure gpgconf:amd64 2.2.19-3ubuntu2.2 <none>
2024-12-17 23:51:36 status unpacked gpgconf:amd64 2.2.19-3ubuntu2.2
2024-12-17 23:51:36 status half-configured gpgconf:amd64 2.2.19-3ubuntu2.2
2024-12-17 23:51:36 status installed gpgconf:amd64 2.2.19-3ubuntu2.2
2024-12-17 23:51:36 configure libpolkit-agent-1-0:amd64 0.105-26ubuntu1.3 <none>
2024-12-17 23:51:36 status unpacked libpolkit-agent-1-0:amd64 0.105-26ubuntu1.3
2024-12-17 23:51:36 status half-configured libpolkit-agent-1-0:amd64 0.105-26ubuntu1.3
2024-12-17 23:51:36 status installed libpolkit-agent-1-0:amd64 0.105-26ubuntu1.3
2024-12-17 23:51:36 configure libpython3.8-stdlib:amd64 3.8.10-0ubuntu1~20.04.13 <none>
2024-12-17 23:51:36 status unpacked libpython3.8-stdlib:amd64 3.8.10-0ubuntu1~20.04.13
2024-12-17 23:51:36 status half-configured libpython3.8-stdlib:amd64 3.8.10-0ubuntu1~20.04.13
2024-12-17 23:51:36 status installed libpython3.8-stdlib:amd64 3.8.10-0ubuntu1~20.04.13
2024-12-17 23:51:36 configure python3.8:amd64 3.8.10-0ubuntu1~20.04.13 <none>
2024-12-17 23:51:36 status unpacked python3.8:amd64 3.8.10-0ubuntu1~20.04.13
2024-12-17 23:51:36 status half-configured python3.8:amd64 3.8.10-0ubuntu1~20.04.13
2024-12-17 23:51:36 status installed python3.8:amd64 3.8.10-0ubuntu1~20.04.13
2024-12-17 23:51:37 configure libxml2:amd64 2.9.10+dfsg-5ubuntu0.20.04.7 <none>
2024-12-17 23:51:37 status unpacked libxml2:amd64 2.9.10+dfsg-5ubuntu0.20.04.7
2024-12-17 23:51:37 status half-configured libxml2:amd64 2.9.10+dfsg-5ubuntu0.20.04.7
2024-12-17 23:51:37 status installed libxml2:amd64 2.9.10+dfsg-5ubuntu0.20.04.7
2024-12-17 23:51:37 configure policykit-1:amd64 0.105-26ubuntu1.3 <none>
2024-12-17 23:51:37 status unpacked policykit-1:amd64 0.105-26ubuntu1.3
2024-12-17 23:51:37 status half-configured policykit-1:amd64 0.105-26ubuntu1.3
2024-12-17 23:51:37 status installed policykit-1:amd64 0.105-26ubuntu1.3
2024-12-17 23:51:37 configure gpg:amd64 2.2.19-3ubuntu2.2 <none>
2024-12-17 23:51:37 status unpacked gpg:amd64 2.2.19-3ubuntu2.2
2024-12-17 23:51:37 status half-configured gpg:amd64 2.2.19-3ubuntu2.2
2024-12-17 23:51:37 status installed gpg:amd64 2.2.19-3ubuntu2.2
2024-12-17 23:51:37 configure libpython3-stdlib:amd64 3.8.2-0ubuntu2 <none>
2024-12-17 23:51:37 status unpacked libpython3-stdlib:amd64 3.8.2-0ubuntu2
2024-12-17 23:51:37 status half-configured libpython3-stdlib:amd64 3.8.2-0ubuntu2
2024-12-17 23:51:37 status installed libpython3-stdlib:amd64 3.8.2-0ubuntu2
2024-12-17 23:51:37 configure gnupg-utils:amd64 2.2.19-3ubuntu2.2 <none>
2024-12-17 23:51:37 status unpacked gnupg-utils:amd64 2.2.19-3ubuntu2.2
2024-12-17 23:51:37 status half-configured gnupg-utils:amd64 2.2.19-3ubuntu2.2
2024-12-17 23:51:37 status installed gnupg-utils:amd64 2.2.19-3ubuntu2.2
2024-12-17 23:51:37 configure gpg-agent:amd64 2.2.19-3ubuntu2.2 <none>
2024-12-17 23:51:37 status unpacked gpg-agent:amd64 2.2.19-3ubuntu2.2
2024-12-17 23:51:37 status half-configured gpg-agent:amd64 2.2.19-3ubuntu2.2
2024-12-17 23:51:38 status installed gpg-agent:amd64 2.2.19-3ubuntu2.2
2024-12-17 23:51:38 configure libhx509-5-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4 <none>
2024-12-17 23:51:38 status unpacked libhx509-5-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-17 23:51:38 status half-configured libhx509-5-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-17 23:51:38 status installed libhx509-5-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-17 23:51:38 configure gpgsm:amd64 2.2.19-3ubuntu2.2 <none>
2024-12-17 23:51:38 status unpacked gpgsm:amd64 2.2.19-3ubuntu2.2
2024-12-17 23:51:38 status half-configured gpgsm:amd64 2.2.19-3ubuntu2.2
2024-12-17 23:51:38 status installed gpgsm:amd64 2.2.19-3ubuntu2.2
2024-12-17 23:51:38 configure dconf-service:amd64 0.36.0-1 <none>
2024-12-17 23:51:38 status unpacked dconf-service:amd64 0.36.0-1
2024-12-17 23:51:38 status half-configured dconf-service:amd64 0.36.0-1
2024-12-17 23:51:38 status installed dconf-service:amd64 0.36.0-1
2024-12-17 23:51:38 configure python3:amd64 3.8.2-0ubuntu2 <none>
2024-12-17 23:51:38 status unpacked python3:amd64 3.8.2-0ubuntu2
2024-12-17 23:51:38 status half-configured python3:amd64 3.8.2-0ubuntu2
2024-12-17 23:51:38 status installed python3:amd64 3.8.2-0ubuntu2
2024-12-17 23:51:38 configure python3-six:all 1.14.0-2 <none>
2024-12-17 23:51:38 status unpacked python3-six:all 1.14.0-2
2024-12-17 23:51:38 status half-configured python3-six:all 1.14.0-2
2024-12-17 23:51:38 status installed python3-six:all 1.14.0-2
2024-12-17 23:51:38 configure gir1.2-packagekitglib-1.0:amd64 1.1.13-2ubuntu1.1 <none>
2024-12-17 23:51:38 status unpacked gir1.2-packagekitglib-1.0:amd64 1.1.13-2ubuntu1.1
2024-12-17 23:51:38 status half-configured gir1.2-packagekitglib-1.0:amd64 1.1.13-2ubuntu1.1
2024-12-17 23:51:39 status installed gir1.2-packagekitglib-1.0:amd64 1.1.13-2ubuntu1.1
2024-12-17 23:51:39 configure python3-certifi:all 2019.11.28-1 <none>
2024-12-17 23:51:39 status unpacked python3-certifi:all 2019.11.28-1
2024-12-17 23:51:39 status half-configured python3-certifi:all 2019.11.28-1
2024-12-17 23:51:39 status installed python3-certifi:all 2019.11.28-1
2024-12-17 23:51:39 configure python3-gi:amd64 3.36.0-1 <none>
2024-12-17 23:51:39 status unpacked python3-gi:amd64 3.36.0-1
2024-12-17 23:51:39 status half-configured python3-gi:amd64 3.36.0-1
2024-12-17 23:51:39 status installed python3-gi:amd64 3.36.0-1
2024-12-17 23:51:39 configure shared-mime-info:amd64 1.15-1 <none>
2024-12-17 23:51:39 status unpacked shared-mime-info:amd64 1.15-1
2024-12-17 23:51:39 status half-configured shared-mime-info:amd64 1.15-1
2024-12-17 23:51:45 status installed shared-mime-info:amd64 1.15-1
2024-12-17 23:51:45 configure python3-idna:all 2.8-1ubuntu0.1 <none>
2024-12-17 23:51:45 status unpacked python3-idna:all 2.8-1ubuntu0.1
2024-12-17 23:51:45 status half-configured python3-idna:all 2.8-1ubuntu0.1
2024-12-17 23:51:45 status installed python3-idna:all 2.8-1ubuntu0.1
2024-12-17 23:51:45 configure python3-urllib3:all 1.25.8-2ubuntu0.4 <none>
2024-12-17 23:51:45 status unpacked python3-urllib3:all 1.25.8-2ubuntu0.4
2024-12-17 23:51:45 status half-configured python3-urllib3:all 1.25.8-2ubuntu0.4
2024-12-17 23:51:45 status installed python3-urllib3:all 1.25.8-2ubuntu0.4
2024-12-17 23:51:45 configure gpg-wks-server:amd64 2.2.19-3ubuntu2.2 <none>
2024-12-17 23:51:45 status unpacked gpg-wks-server:amd64 2.2.19-3ubuntu2.2
2024-12-17 23:51:45 status half-configured gpg-wks-server:amd64 2.2.19-3ubuntu2.2
2024-12-17 23:51:45 status installed gpg-wks-server:amd64 2.2.19-3ubuntu2.2
2024-12-17 23:51:45 configure lsb-release:all 11.1.0ubuntu2 <none>
2024-12-17 23:51:45 status unpacked lsb-release:all 11.1.0ubuntu2
2024-12-17 23:51:45 status half-configured lsb-release:all 11.1.0ubuntu2
2024-12-17 23:51:46 status installed lsb-release:all 11.1.0ubuntu2
2024-12-17 23:51:46 configure python3-distro-info:all 0.23ubuntu1.1 <none>
2024-12-17 23:51:46 status unpacked python3-distro-info:all 0.23ubuntu1.1
2024-12-17 23:51:46 status half-configured python3-distro-info:all 0.23ubuntu1.1
2024-12-17 23:51:46 status installed python3-distro-info:all 0.23ubuntu1.1
2024-12-17 23:51:46 configure libkrb5-26-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4 <none>
2024-12-17 23:51:46 status unpacked libkrb5-26-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-17 23:51:46 status half-configured libkrb5-26-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-17 23:51:46 status installed libkrb5-26-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-17 23:51:46 configure python3-pkg-resources:all 45.2.0-1ubuntu0.2 <none>
2024-12-17 23:51:46 status unpacked python3-pkg-resources:all 45.2.0-1ubuntu0.2
2024-12-17 23:51:46 status half-configured python3-pkg-resources:all 45.2.0-1ubuntu0.2
2024-12-17 23:51:46 status installed python3-pkg-resources:all 45.2.0-1ubuntu0.2
2024-12-17 23:51:46 configure python3-dbus:amd64 1.2.16-1build1 <none>
2024-12-17 23:51:46 status unpacked python3-dbus:amd64 1.2.16-1build1
2024-12-17 23:51:46 status half-configured python3-dbus:amd64 1.2.16-1build1
2024-12-17 23:51:46 status installed python3-dbus:amd64 1.2.16-1build1
2024-12-17 23:51:46 configure dconf-gsettings-backend:amd64 0.36.0-1 <none>
2024-12-17 23:51:46 status unpacked dconf-gsettings-backend:amd64 0.36.0-1
2024-12-17 23:51:46 status half-configured dconf-gsettings-backend:amd64 0.36.0-1
2024-12-17 23:51:46 status installed dconf-gsettings-backend:amd64 0.36.0-1
2024-12-17 23:51:46 configure python3-apt:amd64 2.0.1ubuntu0.20.04.1 <none>
2024-12-17 23:51:46 status unpacked python3-apt:amd64 2.0.1ubuntu0.20.04.1
2024-12-17 23:51:46 status half-configured python3-apt:amd64 2.0.1ubuntu0.20.04.1
2024-12-17 23:51:47 status installed python3-apt:amd64 2.0.1ubuntu0.20.04.1
2024-12-17 23:51:47 configure libheimntlm0-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4 <none>
2024-12-17 23:51:47 status unpacked libheimntlm0-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-17 23:51:47 status half-configured libheimntlm0-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-17 23:51:47 status installed libheimntlm0-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-17 23:51:47 configure unattended-upgrades:all 2.3ubuntu0.3 <none>
2024-12-17 23:51:47 status unpacked unattended-upgrades:all 2.3ubuntu0.3
2024-12-17 23:51:47 status half-configured unattended-upgrades:all 2.3ubuntu0.3
2024-12-17 23:51:48 status installed unattended-upgrades:all 2.3ubuntu0.3
2024-12-17 23:51:48 configure python3-chardet:all 3.0.4-4build1 <none>
2024-12-17 23:51:48 status unpacked python3-chardet:all 3.0.4-4build1
2024-12-17 23:51:48 status half-configured python3-chardet:all 3.0.4-4build1
2024-12-17 23:51:48 status installed python3-chardet:all 3.0.4-4build1
2024-12-17 23:51:48 configure libgssapi3-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4 <none>
2024-12-17 23:51:48 status unpacked libgssapi3-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-17 23:51:48 status half-configured libgssapi3-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-17 23:51:48 status installed libgssapi3-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2024-12-17 23:51:48 configure python3-software-properties:all 0.99.9.12 <none>
2024-12-17 23:51:48 status unpacked python3-software-properties:all 0.99.9.12
2024-12-17 23:51:48 status half-configured python3-software-properties:all 0.99.9.12
2024-12-17 23:51:48 status installed python3-software-properties:all 0.99.9.12
2024-12-17 23:51:48 configure python3-requests:all 2.22.0-2ubuntu1.1 <none>
2024-12-17 23:51:48 status unpacked python3-requests:all 2.22.0-2ubuntu1.1
2024-12-17 23:51:48 status half-configured python3-requests:all 2.22.0-2ubuntu1.1
2024-12-17 23:51:48 status installed python3-requests:all 2.22.0-2ubuntu1.1
2024-12-17 23:51:48 configure networkd-dispatcher:all 2.1-2~ubuntu20.04.3 <none>
2024-12-17 23:51:48 status unpacked networkd-dispatcher:all 2.1-2~ubuntu20.04.3
2024-12-17 23:51:48 status half-configured networkd-dispatcher:all 2.1-2~ubuntu20.04.3
2024-12-17 23:51:49 status installed networkd-dispatcher:all 2.1-2~ubuntu20.04.3
2024-12-17 23:51:49 configure gsettings-desktop-schemas:all 3.36.0-1ubuntu1 <none>
2024-12-17 23:51:49 status unpacked gsettings-desktop-schemas:all 3.36.0-1ubuntu1
2024-12-17 23:51:49 status half-configured gsettings-desktop-schemas:all 3.36.0-1ubuntu1
2024-12-17 23:51:49 status installed gsettings-desktop-schemas:all 3.36.0-1ubuntu1
2024-12-17 23:51:49 configure libldap-2.4-2:amd64 2.4.49+dfsg-2ubuntu1.10 <none>
2024-12-17 23:51:49 status unpacked libldap-2.4-2:amd64 2.4.49+dfsg-2ubuntu1.10
2024-12-17 23:51:49 status half-configured libldap-2.4-2:amd64 2.4.49+dfsg-2ubuntu1.10
2024-12-17 23:51:49 status installed libldap-2.4-2:amd64 2.4.49+dfsg-2ubuntu1.10
2024-12-17 23:51:49 configure python3-requests-unixsocket:all 0.2.0-2 <none>
2024-12-17 23:51:49 status unpacked python3-requests-unixsocket:all 0.2.0-2
2024-12-17 23:51:49 status half-configured python3-requests-unixsocket:all 0.2.0-2
2024-12-17 23:51:49 status installed python3-requests-unixsocket:all 0.2.0-2
2024-12-17 23:51:49 configure dirmngr:amd64 2.2.19-3ubuntu2.2 <none>
2024-12-17 23:51:49 status unpacked dirmngr:amd64 2.2.19-3ubuntu2.2
2024-12-17 23:51:49 status half-configured dirmngr:amd64 2.2.19-3ubuntu2.2
2024-12-17 23:51:49 status installed dirmngr:amd64 2.2.19-3ubuntu2.2
2024-12-17 23:51:49 configure glib-networking:amd64 2.64.2-1ubuntu0.1 <none>
2024-12-17 23:51:49 status unpacked glib-networking:amd64 2.64.2-1ubuntu0.1
2024-12-17 23:51:49 status half-configured glib-networking:amd64 2.64.2-1ubuntu0.1
2024-12-17 23:51:49 status installed glib-networking:amd64 2.64.2-1ubuntu0.1
2024-12-17 23:51:49 configure libsoup2.4-1:amd64 2.70.0-1ubuntu0.1 <none>
2024-12-17 23:51:49 status unpacked libsoup2.4-1:amd64 2.70.0-1ubuntu0.1
2024-12-17 23:51:49 status half-configured libsoup2.4-1:amd64 2.70.0-1ubuntu0.1
2024-12-17 23:51:49 status installed libsoup2.4-1:amd64 2.70.0-1ubuntu0.1
2024-12-17 23:51:49 configure gpg-wks-client:amd64 2.2.19-3ubuntu2.2 <none>
2024-12-17 23:51:49 status unpacked gpg-wks-client:amd64 2.2.19-3ubuntu2.2
2024-12-17 23:51:49 status half-configured gpg-wks-client:amd64 2.2.19-3ubuntu2.2
2024-12-17 23:51:49 status installed gpg-wks-client:amd64 2.2.19-3ubuntu2.2
2024-12-17 23:51:49 configure libappstream4:amd64 0.12.10-2 <none>
2024-12-17 23:51:49 status unpacked libappstream4:amd64 0.12.10-2
2024-12-17 23:51:49 status half-configured libappstream4:amd64 0.12.10-2
2024-12-17 23:51:49 status installed libappstream4:amd64 0.12.10-2
2024-12-17 23:51:49 configure gnupg:all 2.2.19-3ubuntu2.2 <none>
2024-12-17 23:51:49 status unpacked gnupg:all 2.2.19-3ubuntu2.2
2024-12-17 23:51:50 status half-configured gnupg:all 2.2.19-3ubuntu2.2
2024-12-17 23:51:50 status installed gnupg:all 2.2.19-3ubuntu2.2
2024-12-17 23:51:50 configure packagekit:amd64 1.1.13-2ubuntu1.1 <none>
2024-12-17 23:51:50 status unpacked packagekit:amd64 1.1.13-2ubuntu1.1
2024-12-17 23:51:50 status triggers-pending dbus:amd64 1.12.16-2ubuntu2.3
2024-12-17 23:51:50 status half-configured packagekit:amd64 1.1.13-2ubuntu1.1
2024-12-17 23:51:50 status installed packagekit:amd64 1.1.13-2ubuntu1.1
2024-12-17 23:51:50 configure packagekit-tools:amd64 1.1.13-2ubuntu1.1 <none>
2024-12-17 23:51:50 status unpacked packagekit-tools:amd64 1.1.13-2ubuntu1.1
2024-12-17 23:51:50 status half-configured packagekit-tools:amd64 1.1.13-2ubuntu1.1
2024-12-17 23:51:50 status installed packagekit-tools:amd64 1.1.13-2ubuntu1.1
2024-12-17 23:51:50 configure software-properties-common:all 0.99.9.12 <none>
2024-12-17 23:51:50 status unpacked software-properties-common:all 0.99.9.12
2024-12-17 23:51:50 status half-configured software-properties-common:all 0.99.9.12
2024-12-17 23:51:50 status installed software-properties-common:all 0.99.9.12
2024-12-17 23:51:50 trigproc systemd:amd64 245.4-4ubuntu3.24 <none>
2024-12-17 23:51:50 status half-configured systemd:amd64 245.4-4ubuntu3.24
2024-12-17 23:51:50 status installed systemd:amd64 245.4-4ubuntu3.24
2024-12-17 23:51:50 trigproc libc-bin:amd64 2.31-0ubuntu9.16 <none>
2024-12-17 23:51:50 status half-configured libc-bin:amd64 2.31-0ubuntu9.16
2024-12-17 23:51:51 status installed libc-bin:amd64 2.31-0ubuntu9.16
2024-12-17 23:51:51 trigproc ca-certificates:all 20240203~20.04.1 <none>
2024-12-17 23:51:51 status half-configured ca-certificates:all 20240203~20.04.1
2024-12-17 23:51:52 status installed ca-certificates:all 20240203~20.04.1
2024-12-17 23:51:52 trigproc dbus:amd64 1.12.16-2ubuntu2.3 <none>
2024-12-17 23:51:52 status half-configured dbus:amd64 1.12.16-2ubuntu2.3
2024-12-17 23:51:52 status installed dbus:amd64 1.12.16-2ubuntu2.3
2024-12-17 23:52:35 startup archives unpack
2024-12-17 23:52:35 install libpython3.11-minimal:amd64 <none> 3.11.11-1+focal1
2024-12-17 23:52:35 status half-installed libpython3.11-minimal:amd64 3.11.11-1+focal1
2024-12-17 23:52:38 status unpacked libpython3.11-minimal:amd64 3.11.11-1+focal1
2024-12-17 23:52:38 install python3.11-minimal:amd64 <none> 3.11.11-1+focal1
2024-12-17 23:52:38 status half-installed python3.11-minimal:amd64 3.11.11-1+focal1
2024-12-17 23:52:39 status unpacked python3.11-minimal:amd64 3.11.11-1+focal1
2024-12-17 23:52:39 install libpython3.11-stdlib:amd64 <none> 3.11.11-1+focal1
2024-12-17 23:52:39 status half-installed libpython3.11-stdlib:amd64 3.11.11-1+focal1
2024-12-17 23:52:42 status unpacked libpython3.11-stdlib:amd64 3.11.11-1+focal1
2024-12-17 23:52:43 install python3.11:amd64 <none> 3.11.11-1+focal1
2024-12-17 23:52:43 status half-installed python3.11:amd64 3.11.11-1+focal1
2024-12-17 23:52:43 status triggers-pending mime-support:all 3.64ubuntu1
2024-12-17 23:52:43 status unpacked python3.11:amd64 3.11.11-1+focal1
2024-12-17 23:52:43 startup packages configure
2024-12-17 23:52:43 configure libpython3.11-minimal:amd64 3.11.11-1+focal1 <none>
2024-12-17 23:52:43 status unpacked libpython3.11-minimal:amd64 3.11.11-1+focal1
2024-12-17 23:52:43 status half-configured libpython3.11-minimal:amd64 3.11.11-1+focal1
2024-12-17 23:52:43 status installed libpython3.11-minimal:amd64 3.11.11-1+focal1
2024-12-17 23:52:43 configure python3.11-minimal:amd64 3.11.11-1+focal1 <none>
2024-12-17 23:52:43 status unpacked python3.11-minimal:amd64 3.11.11-1+focal1
2024-12-17 23:52:43 status half-configured python3.11-minimal:amd64 3.11.11-1+focal1
2024-12-17 23:52:44 status installed python3.11-minimal:amd64 3.11.11-1+focal1
2024-12-17 23:52:44 configure libpython3.11-stdlib:amd64 3.11.11-1+focal1 <none>
2024-12-17 23:52:44 status unpacked libpython3.11-stdlib:amd64 3.11.11-1+focal1
2024-12-17 23:52:44 status half-configured libpython3.11-stdlib:amd64 3.11.11-1+focal1
2024-12-17 23:52:44 status installed libpython3.11-stdlib:amd64 3.11.11-1+focal1
2024-12-17 23:52:44 configure python3.11:amd64 3.11.11-1+focal1 <none>
2024-12-17 23:52:44 status unpacked python3.11:amd64 3.11.11-1+focal1
2024-12-17 23:52:44 status half-configured python3.11:amd64 3.11.11-1+focal1
2024-12-17 23:52:45 status installed python3.11:amd64 3.11.11-1+focal1
2024-12-17 23:52:45 trigproc mime-support:all 3.64ubuntu1 <none>
2024-12-17 23:52:45 status half-configured mime-support:all 3.64ubuntu1
2024-12-17 23:52:45 status installed mime-support:all 3.64ubuntu1
2024-12-17 23:54:38 startup archives unpack
2024-12-17 23:54:38 install libbsd0:amd64 <none> 0.10.0-1
2024-12-17 23:54:38 status triggers-pending libc-bin:amd64 2.31-0ubuntu9.16
2024-12-17 23:54:38 status half-installed libbsd0:amd64 0.10.0-1
2024-12-17 23:54:38 status unpacked libbsd0:amd64 0.10.0-1
2024-12-17 23:54:38 install bsdmainutils:amd64 <none> 11.1.2ubuntu3
2024-12-17 23:54:38 status half-installed bsdmainutils:amd64 11.1.2ubuntu3
2024-12-17 23:54:39 status unpacked bsdmainutils:amd64 11.1.2ubuntu3
